esp32mag:::SENSE,001,m,42615,2020-12-17T09:49:29.152430000+02:00,405.00,258.00,-290.00:::00:00:02.235040
esp32acc:::SENSE,001,a,42616,2020-12-17T09:49:29.164116000+02:00,116.00,-56.00,-4148.00:::00:00:02.245998
esp32acc:::SENSE,001,a,42618,2020-12-17T09:49:29.183843000+02:00,116.00,-44.00,-4148.00:::00:00:02.251982
esp32mag:::SENSE,001,m,42617,2020-12-17T09:49:29.182667000+02:00,417.00,264.00,-302.00:::00:00:02.263910
esp32acc:::SENSE,001,a,42619,2020-12-17T09:49:29.203895000+02:00,116.00,-44.00,-4140.00:::00:00:02.269901
esp32mag:::SENSE,001,m,42620,2020-12-17T09:49:29.212838000+02:00,417.00,264.00,-302.00:::00:00:02.281861
esp32acc:::SENSE,001,a,42621,2020-12-17T09:49:29.224271000+02:00,128.00,-56.00,-4148.00:::00:00:02.292837
esp32acc:::SENSE,001,a,42623,2020-12-17T09:49:29.243776000+02:00,108.00,-56.00,-4140.00:::00:00:02.304801
esp32mag:::SENSE,001,m,42622,2020-12-17T09:49:29.242672000+02:00,411.00,264.00,-309.00:::00:00:02.304801
esp32acc:::SENSE,001,a,42624,2020-12-17T09:49:29.264542000+02:00,140.00,-48.00,-4168.00:::00:00:02.310804
esp32mag:::SENSE,001,m,42625,2020-12-17T09:49:29.272282000+02:00,411.00,264.00,-309.00:::00:00:02.322815
esp32acc:::SENSE,001,a,42626,2020-12-17T09:49:29.283684000+02:00,108.00,-48.00,-4144.00:::00:00:02.334778
esp32acc:::SENSE,001,a,42628,2020-12-17T09:49:29.303879000+02:00,112.00,-48.00,-4164.00:::00:00:02.346688
esp32mag:::SENSE,001,m,42627,2020-12-17T09:49:29.302710000+02:00,417.00,270.00,-296.00:::00:00:02.346688
esp32acc:::SENSE,001,a,42629,2020-12-17T09:49:29.324016000+02:00,108.00,-64.00,-4104.00:::00:00:02.358708
esp32mag:::SENSE,001,m,42630,2020-12-17T09:49:29.332313000+02:00,399.00,264.00,-302.00:::00:00:02.369691
esp32acc:::SENSE,001,a,42631,2020-12-17T09:49:29.343540000+02:00,104.00,-64.00,-4132.00:::00:00:02.375653
esp32acc:::SENSE,001,a,42633,2020-12-17T09:49:29.363846000+02:00,128.00,-52.00,-4136.00:::00:00:02.381601
